Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
A0A075B6I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6I2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94415000,20876000,22525000,11801000,18755000,26951000,50316000,21064000,18008000,8354400,3938700,30702000,21203000,22060000,170690000,14143000,10985000,96177000,20478000,8218100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6I8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356720000,119650000,280620000,213760000,293000000,230560000,319670000,589280000,208900000,192690000,242090000,232640000,345640000,290810000,588930000,337350000,240890000,553080000,445450000,536160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6I9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6J4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772740000,269370000,489330000,374240000,293460000,321220000,683150000,245700000,352100000,211730000,335670000,510050000,1573100000,669190000,1112000000,461910000,389840000,892920000,169860000,317380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6J9,,,,23962662,,,,,86573312,,,3893971,9807622,,7440775,,32761503,,19058022,4760041,,,2896487,10349870,11052602,,,,,,3112177,,,,,5191548,6752936,,6645066,,,,,28924941,28618510,28407209,18268642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6K4,,,,20661808,17100506,,55781028,,13693836,"1573736,375","1190020,75",,,,,,,,2402678,,,,,17412158,30674008,33553516,25789796,,,,11840619,,,,,46790960,40946144,6458350,22267644,61011232,68755984,,19219564,54525844,49168996,,12292411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162780000,41647000,65017000,72962000,78210000,69237000,119490000,127730000,128580000,72499000,130710000,171390000,207220000,172220000,168260000,89961000,120500000,353410000,152520000,285200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756100000,1836400000,2699200000,4422700000,4797000000,4160800000,3751800000,3803300000,3576800000,6047400000,4139200000,3149400000,4019800000,3524600000,2728600000,1801400000,1605700000,2225100000,2085900000,5163900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6N7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242770000,49810000,0,87522,70045000,23088000,48948,150710,0,19934,141340000,355250000,57698,129320000,0,438260000,30979,0,163040000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6Q5,,"3753085,5","5239212,5","20622972,25",18572637,"2324074,25","36954252,5","3569804,25","7160322,25",,7762624,8505421,10077633,7899824,25714912,19940039,28319532,29680646,25882902,19478452,3578874,9765260,7867992,55401484,56744204,30582933,77737254,,,135133888,22537642,16933860,,,,23978628,55606832,,2867302,159797686,128351079,81328584,77287107,107615857,127034489,109429158,54353374,31253067,24954443,20961640,,49756000,18652000,25638000,6507200,231580,5578700,24781000,12127000,15776000,5972400,3821400,36077000,4378300,11289000,14194000,26290000,11248000,18365000,17086000,29284000,,,,,,,,,,,,,,,,,"17,17958127",,,,"17,13392435",,,,"14,8019093",,"16,69512099","18,26173932","16,95174356",,"16,69461371",,,,,"16,30372093","15,74024683","16,7789573"
A0A075B6R2,,,,,,,,,,,,,,,1702502,,,,,,,,,373952,167074,399439,2249645,77754,,,,,,,,,,,,,1986131,,491438,346718,437032,,,,93796,,72945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,14676591","15,83635542",,,,,,,,,,,"15,59377804","15,52603623",,,,,,,,,,,,
A0A075B6R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60181000,77845000,55856000,336170000,119980000,91570000,75384000,85030000,69840000,39350000,12407000,20900000,12808000,92235000,73850000,9780100,27531000,180780000,69369000,3999600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6S2,,9706381,,"1349071,5",62342632,,162138064,44262932,34984720,"4172108,5",48474632,5925834,,,249617248,68170968,,,4078446,,27832874,3558445,10210628,8205632,8688893,,,,69730824,54078464,38839076,8814130,8781011,13352637,41560052,,,,,,,,,86657080,77815568,31690582,27794944,13973414,11797471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,91867234",,,,,,"14,45505619",,,,,"17,70956274","17,51858025","12,87344871",,,,,"16,35180674","15,0123894","16,34295897","15,72791258"
A0A075B6S5,,,,,,,11894148,,,,,2631491,5162147,8480985,6230855,,4051577,,6653048,,,,12834350,7257702,,3729657,3463432,,,3156046,,4349293,,,6458613,4659525,13685810,8913196,16739346,70191681,54077396,5856594,13543501,45014197,40988987,5285971,18673380,,3214927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B6S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252300000,143020000,416980000,241530000,240010000,151990000,431320000,317000000,83495000,290710000,194550000,192610000,258340000,445300000,473740000,428550000,223520000,358910000,415290000,109920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A075B738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240250,53261,158070,77135,88770,71643,120600,50459,269490,296220,0,"8861,3",174100,87197,0,73148,103680,156290,105490,187580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WSX0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32958000,11849000,39310000,30590000,10572000,20715000,33914000,49069000,32603000,9395600,19090000,10060000,17388000,17629000,6710400,44560000,21435000,11491000,37233000,20502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WSX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230800000,497700000,827950000,1003600000,1016300000,522990000,1209500000,1309000000,1146100000,1060900000,839030000,1090000000,1195900000,924060000,2923900000,1319000000,891850000,1864600000,1548100000,836750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WSY6,30741004,12171259,"4550344,5",134692072,59515152,"1816428,25","540314525,4",48765695,"89723944,5","8629012,375","2399454,5",,3528250,,6784008,,7107455,9491211,14110668,6459662,9927579,,4801547,9523753,8573170,8674884,12355468,,,26857526,24054245,,,,,30587034,44382362,9955918,16955606,13061846,9644015,24127878,22372814,58903484,46548528,30456318,27290180,15678628,22800906,9205471,5306097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,98702975","17,26702597","16,38427371","19,39647453",,,"16,30254965","19,6990196",,"16,65864972",,"17,40286049",,"17,31342098","19,45230114","19,03611763",,"18,95913284",,"18,6546906",,"17,70928878","18,38987721","19,13399723","19,68442116"
A0A087WSY8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146100000,18947000,44548000,18347000,30453000,22480000,69767000,100870000,26821000,41530000,25199000,97337000,48435000,26790000,400130000,36505000,46265000,179640000,45178000,7909700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WT99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7545,1","4636,6",0,"6270,1",0,0,0,"1949,6",0,"2820,2",0,"3148,2",0,0,0,205860,9053,38643,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70302,182320,261980,134110,87122,0,"2739,5",116000,75585,65050,337190,"5269,4",121400,76093,82940,284490,159520,105240,"4598,3",33481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25810000,11405000,19403000,18729000,24318000,22049000,30412000,24924000,15519000,21723000,28567000,31015000,29329000,32974000,127760000,44937000,19499000,513920000,28664000,25325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71007,55205,181700,130680,19885,49250,101620,25445,0,0,193430,76352,51825,58321,105500,29723,0,65094,49893,245730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159730,291670,260590,17771,120610,285860,47766,185540,"5928,6",79921,165820,"4068,3",136640,331730,178650,43481,141010,12636,110140,64159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37265,27084,84939,251360,0,50391,0,88352,0,23330,23865,0,35977,118890,0,0,95916,"5696,1",198970,124680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WTX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64614000,19472000,27455000,29173000,24495000,22875000,31711000,38431000,30209000,27120000,23602000,45298000,45047000,27763000,178790000,22815000,15842000,37632000,41707000,24736000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WU91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229910000,135960000,302430000,325520000,166640000,126940000,383670000,250650000,231970000,299130000,140160000,298550000,280520000,409180000,385890000,527540000,167500000,215100000,273910000,404500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WUI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,111180,0,123260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WUL0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3236,9",19018,85908,0,133590,"9391,2",928170,1263300,16209,0,882910,1158700,1219900,680890,1045300,605340,92593,964990,68654,1932200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WUQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232000,36922,28306,620590,161210,228650,0,186260,0,491180,0,0,26335,258800,64228,266050,308900,0,417500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WUS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34189000,100230000,34168000,4015900,0,8153300,4823700,13929000,10442000,4481400,536480,25225000,3078800,15721000,947010,1444400,0,1614800,98134,93283000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WV15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"1944,5",0,0,0,0,0,0,0,0,0,0,0,0,0,239510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WV17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,346920,0,326940,245080,220370,295860,0,905140,1416200,108960,0,0,0,0,978900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVJ0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2658700,0,0,432960,162280,281670,732580,0,0,0,629750,0,0,277620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93029,0,0,0,99839,0,0,0,0,0,0,0,129400,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7919400,971550,3338500,4457600,3860700,4777300,7057800,3362500,3611700,3874400,1256100,8044200,8375800,10365000,9150600,6356100,1299100,13952000,6402900,693720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19153,"748,04","8469,4",0,0,0,0,"5564,8",0,0,0,24663,"6498,3",11369,0,0,"6823,8",17148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19515,23024,0,26731,"5002,3",107790,53813,43939,158820,90317,"7138,9",92889,10971,155270,"9337,3",61454,13333,"8682,2",406620,36095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605900,7229100,3155800,13092000,1966900,6639400,2202100,4251800,1356400,2730300,12848000,6038000,7027100,5163000,2133500,4572400,4857600,9730900,7567200,3721900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984700,1613800,2214500,2240500,4373800,2601800,4236700,3590700,1987800,1876300,1339300,2398200,3955800,2477900,3701300,2360600,1306500,19595000,2396200,1524800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,110370,0,0,12922,0,77456,0,0,0,27124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW87,218102080,205564429,111546032,"656213026,8","525900100,5","118216172,8",2412841660,"381737786,3","705278737,4",61942296,"157193803,8",74878983,62235626,132485474,151761454,133939636,146274108,116917493,114841247,24879888,13816182,,108472576,168078952,116849096,347531240,264168536,82519890,90314062,237250549,166976377,89661132,79681016,99697114,74225650,228218998,283949799,106114520,94504490,76153680,51429788,277395177,167725074,615564568,383189066,248181412,209629729,120716852,131291242,335024330,186073233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220600000,950670000,1677800000,1818500000,2189600000,1363000000,1698900000,1904100000,816080000,1616700000,1163100000,1311200000,1167300000,1994100000,3289800000,2940000000,1101400000,1605200000,1545700000,1611200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605770,179470,220880,380220,296600,125760,0,361010,407860,286080,222370,389200,278910,0,318310,285270,122990,364390,581000,784990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9574700000,6414700000,8442800000,8901900000,8870600000,8349500000,9269800000,9740900000,9325400000,9115300000,9242200000,8654700000,9532900000,11628000000,12207000000,9877600000,8444300000,7823600000,9242500000,12943000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,644360,0,0,831360,0,0,96999,0,51962,1993600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42076,324930,96867,0,76135,772800,75108,911350,196390,372640,278760,397430,645980,163600,99832,94002,231980,74673,34586,307520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721050,386770,172870,108500,140790,152620,31249,259870,259630,465950,297920,483910,210750,0,450190,214820,482220,327540,83277,214360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249700000,1001000000,1616700000,1828500000,2209800000,1592900000,1539300000,1873900000,2467300000,2090800000,2045300000,2421800000,1297300000,3446900000,1977000000,2430800000,1073500000,1994200000,2833000000,3610200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124240,19398,196230,0,87053,33713,13456,0,100300,277270,10570,0,14106,0,184120,35954,146670,20441,29652,192740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXW9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1776,1",0,2829,0,0,0,0,0,0,"2759,3",2337,0,"5028,5","4436,7",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16461000000,10199000000,12696000000,13762000000,11776000000,11601000000,15597000000,17266000000,13221000000,15971000000,12785000000,14525000000,15547000000,16485000000,19059000000,14142000000,13632000000,14383000000,16827000000,13477000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58500000,32555000,30989000,38894000,41063000,34199000,40287000,44346000,52894000,56047000,40324000,35645000,87934000,57418000,79192000,71220000,51077000,134580000,52805000,32430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51066000,10769000,23686000,14531000,20252000,17906000,20023000,32666000,25050000,15918000,16891000,50986000,42899000,21142000,58870000,30698000,17521000,36150000,18790000,17921000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,130480,0,0,0,0,255380,0,42761,1592900,1155400,302930,55594,1201700,959120,0,0,511320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,169650,212290,243140,0,25818,254230,15802,244060,0,338290,0,0,0,0,11861,247460,23255,16479,321870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114110,71484,45812,182150,0,102970,119850,52869,456620,134390,90419,167630,110450,0,"9631,9",213390,23848,17809,92968,155280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZ51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,202390,0,0,0,55758,0,0,0,0,0,60823,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177890,306320,452810,234610,26650,212960,45891,546890,260490,186980,0,545030,143950,16503,0,314830,167560,131490,145360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140330000,99399000,90093000,92083000,120050000,116560000,378430000,148390000,93871000,107730000,61463000,2805500,116670000,156380000,616590000,175540000,164940000,139590000,166910000,63581000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530100,4327800,5161500,6299800,6280700,3872400,5225100,7905900,7483600,8357300,3005600,5633600,11920000,12233000,10386000,2245200,5436800,941740,8079100,3136500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZW8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410000000,6722800000,11937000000,9528600000,10017000000,10162000000,13368000000,13454000000,14438000000,8568100000,12207000000,11792000000,12518000000,14474000000,16920000000,11559000000,8014400000,9455300000,16958000000,8800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425010,77007,23958,2072900,30025,89600,105590,213660,167100,303460,0,52693,292690,205420,515330,309660,136960,108440,154280,386770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200660,174200,42831,1102100,519600,14571,437810,966780,15676,51986,203690,106100,644320,102530,314390,732210,297920,714930,497370,166960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29323000,15327000,17215000,17300000,25087000,13283000,8534300,5252400,8295400,4612300,14780000,10605000,5197000,10983000,18979000,13666000,23315000,12247000,4312000,18192000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"7969,4",0,98419,0,0,0,0,0,0,0,0,13177,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308720,17021,132780,0,111350,109630,33486,256470,19753,56103,543710,135590,0,61255,178400,81458,81710,62766,39946,1675700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0M8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,78340,10724,14684,10260,"5268,4",0,5743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645290000,290950000,408720000,369890000,392490000,352890000,492960000,705370000,474620000,496250000,271560000,349190000,373680000,404740000,991760000,556100000,328480000,369400000,848540000,243150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
