Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
P07951-2,87622500,51076276,29907804,68887624,78947352,"72829588,5",53131112,91515562,65655632,73724643,68056944,,,,,,,,,,,,,,,,,,,,,,26710060,,20692370,,,,,,14852600,4412055,5618175,,,12779297,,,,38935796,2369133,,,,,,,,,,,,,,,,,,,,,,,,
P07954,"3288768,25","2363112,344",4569499,"4405373,875",16727049,5534334,,7478096,,"6677265,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P07954-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P07988,,,,,,,,,,,,303745792,386665088,651959808,586817600,407798240,434580192,187141984,138133248,122793944,101416312,166015984,123152488,204204224,136278640,161918544,160905088,108642528,95834104,145793936,60512376,75140640,188731952,129579096,158297980,234648748,245702344,131219758,66796996,35746753,174456179,47678736,120469936,204797120,176336416,118164360,130166265,72363759,35773956,217441056,139969328,,,,,,,,,,,,,,,,,,,,,,,,
P07996,6512365895,2464585369,2784166203,"284953143,3",4811259668,"298532875,5",2430091045,3499054220,3431270285,4383250217,2752911830,18717328794,14831171603,6763671151,5198632482,16396353124,16758152127,23438295652,22336633963,32347692435,25943697919,29622380747,23762862778,17962624080,12453456608,9658487735,8349536386,13656646644,13351770455,15479863216,11207986601,1374896487,972112945,1543232584,961080671,993757866,907013946,640714744,477225644,606035382,507563663,1764110298,1803471560,320503136,204742565,394910882,249928578,1754564083,1221092178,3051570906,2454819046,"21,40517415","22,26417326","23,62755712","23,73240608","21,13649105","23,27317914","23,23667434","22,22340197","20,86801244","22,1781313","23,02415418","22,9073146","22,0419186","22,69668805","22,61932963","21,18052383","21,71706967","21,98635536","22,81822242","23,2834517","22,47102579","22,60190667","20,14754276","22,07565427"
P07998,"75587368,25",11282452,"49329479,25","42115440,25",20664521,"7661487,438","31334447,5",61732587,43197881,92290472,"38068105,5",1113915027,485283510,276847424,596348520,649534609,508951607,859038639,841253326,490558593,506844569,267115860,355446516,211657525,238161992,372330113,312553541,299606550,364693515,893274035,558197346,397491102,202098796,345925031,381813479,147433832,272022267,518129828,236987530,234102743,217926913,190798557,163349475,216470009,238138381,271089310,322227007,291154151,190127164,449541105,233875162,,,,,,,,,,,,,,,,,,,,,,,,
P08107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,58799118",,,,,,"17,91107053",,,,,,,,"18,48572915",,,,"16,70949308",,,
P08123,,,,,,,,,,3559503,,17141096,14056859,9024745,5346881,,13518070,11649455,,12454979,14409039,,,,7268686,,3045476,30829300,13660427,15861693,,,16135578,6154700,10314719,7215478,8422368,10980774,16286281,5842332,9162619,,4728779,,6630183,,,60448948,13218468,6951087,13906700,,,,"16,33484081",,"16,48143499",,,,,,,,,,,,"15,3294629",,,,"15,60551199","16,51896347",
P08133,"105513400,6","93622998,5","8097922,875","9024760,875",19133904,"9365142,531","39485774,19","18669158,5","25001062,38","7783388,125",101193330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,5827491","16,37090707","16,76896509","16,36705201","16,8284572","16,50347379","15,94748591","16,91192084","17,07768618","16,24942348","15,33868019","16,51838486",,"15,69783191","15,88412769","17,24890369","16,13553089","16,19147363","16,29879694","16,99248743","13,51612767","16,97006051","16,78905532","16,48759325"
P08174-7,,,,,,,,,,,,32141322,45767343,,32441667,,35433988,75922537,17160063,12641621,19203026,48908424,3799890,20083862,41954747,,28099150,69387822,43178295,44057059,4504001,79769274,16434694,37693982,21413962,55819503,26740656,40685696,24538803,11701090,26698682,69740867,46717559,53717957,16011527,,,46135408,22210074,38203264,27295236,,,,,,,,,,,,,,,,,,,,,,,,
P08185,2309200470,1244637006,1708496933,2007658857,4167450166,1717798377,2734334269,3329611474,1628880595,2064234707,706049425,16688166677,16731756537,23116554067,20045844288,17915906343,18297401057,9983445591,9633691150,24246991856,23538558384,15878645883,12589395247,13711369032,9004090996,16591605388,15003804772,13282168411,10261612198,13217742835,9368607571,11795273907,9872670148,13188752696,9107638475,8846111625,8077627414,7371329252,5741672236,8222008542,8235040418,12079995518,11059364657,10389012345,5557435749,11935680272,8283906476,13423794082,7765857065,4511733436,4094660492,"23,2075141","22,93112231","24,15175023","23,57023987","22,97221132","23,24650299","22,7158437","22,52387277","23,24697816","23,32211266","22,9117639","22,42601919","22,83780922","22,10524817","22,75352914","22,63093339","22,83260435","23,3093092","22,84343514","22,42749425","22,72900925","22,45525515","22,63077504","22,94296841"
P08195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,26303437","17,11959982","17,54825988","16,79014208","16,37940418","16,56179175","15,77075318","16,7376891","16,50785701","17,33207833","17,47637657","17,33423881","17,42454762","16,59144672","17,49161518","16,29970845","17,36762091","16,59332071","17,31388565","16,48034274","16,3087694","17,17998859","16,56213421","16,97535559"
P08195-4,"34708845,38","24883978,75","25645435,25","46080333,5","50129186,5","39440624,38","42236772,75","42671151,13","44571542,25",55604046,"34098247,5",278921296,274822458,374218681,349273788,283597033,406902362,242455370,300194856,370075366,360967359,438956038,357132960,307396181,261178412,343431389,303921759,312212164,284441833,296457729,170281380,261209951,304383352,285872049,315670382,285783418,394806582,201114380,182240448,189727696,303842641,225278587,242887224,243609804,251658182,284599157,207030302,363878402,280367684,281161093,204199122,,,,,,,,,,,,,,,,,,,,,,,,
P08217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,28346004",,,,,,,"17,26919902",,,,,,,"17,57000396",,,"18,14543581","18,95173031",,,,"18,93253352"
P08236-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08238,273179046,186840148,105416153,"47649942,25",208661952,"58268799,25",115101998,154121321,145324854,118366424,202440862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,14310582","18,01928203","17,73536661","17,08834597",,"18,19140913",,"17,70423812",,,"17,15946245","17,08900957",,,,,"17,36047808","15,13106425","17,59120593","16,88387304",,,,
P08246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08253,"121518889,8","8511737,125","45216158,59","954013,3125","54745446,75","5013948,156","18390506,56","76942011,88","43745511,69","78006040,5","5167552,672",620047838,533196335,610107638,616229871,633468664,590541523,637460557,458155542,758304787,635205962,643797760,552186276,434636905,332757362,535156327,375927447,439962180,300726173,505041741,298161921,509203926,442037022,290889303,561174447,342745525,183748912,407166938,382908890,334627021,366202665,251452980,240450798,307894825,285957451,520961401,385299256,325697272,336138160,268522299,180878927,"19,13625307","18,52562465","19,20746888","18,55956998","18,98441435","19,22763021","18,92352808","18,73677155","19,13825985","19,31321634","19,01474965","19,16525387","18,95697687","18,75780953","18,5024769","19,10548931","19,08049165","19,31950457","18,69651335","19,05185217","18,42511386","18,92929329","19,4408359","17,98483141"
P08254,,,,,,,,,,,,61939356,97193248,,,6182789,15859969,2796514,5108661,,4933343,12621192,7075987,,3692895,,,,13234649,3630160,4120954,,,,,,,,,,,,2607229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08294,"55115203,5","66414691,97","70098418,25","86691077,38",135555657,"39391599,28","152117283,8","110919107,5","122134383,8",281265540,"80686762,25",231459636,368780697,5918424784,6155492841,585157233,922520249,348438774,372629110,431146040,522760270,411002431,318881634,263634568,189585063,342088950,293928159,205097649,188229921,231486655,196329366,192623583,370574504,262541153,350818953,387436751,455495487,359978808,408235273,284589539,288476765,454188939,389024684,175086827,128147055,323437676,309513677,408312425,288381450,159802849,140396433,"19,24146787","20,61401074","23,45516243","18,69025393","22,71135067","23,01498196","18,9727768","18,64889288","19,8340401","19,22381094","19,75442212","19,55241845","19,57245786","19,12747161","17,1725431","18,81010764","19,47325416","19,6108209","19,32895963","19,5199425","18,12773814","18,64707506","19,15352147","22,01518807"
P08311,,,,,,,,,,,,60913524,39866599,60761795,28787823,75684060,65017211,63609831,57854431,12854486,47247345,81944474,90615846,11416635,14023853,13304163,,34161479,24219344,20224595,7169001,,6192375,,8938104,21489182,4712965,15735308,,27206204,10654780,17450004,,,,,,,,,4193434,,,,,,,,,,,,,,,,,,,,,,,,
P08319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,82972666",,,,,,,,,,,,,,,,,,,,,,,
P08319-2,,,"1029607,063",,,"3825380,25","1476055,875","3154582,875","675270,3125",,,,2447423,,12721858,,25452832,,10827607,,4881533,45039804,,,,17771054,7328121,,2311000,,,,,,2125611,,,27782582,,,169597216,45863221,3409852,41808732,3214163,82637848,,,,31917372,59718397,,,,,,,,,,,,,,,,,,,,,,,,
P08397,11613245,,"12919908,5",,"19751686,5",,,21521350,,35932003,,,,,,,10226703,,8786992,,,,10122883,,,4555587,,,,,,,,9130275,,6178663,7498656,7469275,9655019,20401588,26693605,17809292,13239916,6437110,,4368534,,,,7990691,6686221,"16,27406317","13,67126065","17,71058007","15,10463124","13,7620853","15,07703511","13,8402739","17,00489304",,"14,74177806","15,48724509","16,00448534","12,87344871","15,38770044","14,58661231",,"15,44429018","15,28774359","12,87344871","13,8892701","15,02804305",,"15,18316598",
P08473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,30307146",,,,,,,"15,99476674",,
P08493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,44239401",,,,,,,,,
P08514,"2510540,25","1169232,75","8474254,375",,"10872979,75",,,"5611614,5",5361211,"11178259,5",5688309,,29931166,,,10260269,101682554,38134437,80273629,41439375,83367004,125346652,104400309,22278544,,3101964,3030030,36410767,5194461,9133496,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,41472474",,,,,,,,,,"15,68741436",,,,,,"18,19149765",
P08519,"248792765,8","142690377,6","256012114,3","15200113,91","149064123,4","13009933,7","115390415,4","180739144,4","19492853,03","462730240,5","76753475,56",1104445368,1182925308,3128740990,3177601326,1277818901,1022266586,518839856,558137524,322886797,495806898,3195010187,2779903940,1399658411,752838592,876065060,615305299,863478866,405201800,3837398483,2864988230,1367114810,993594751,346768157,321159582,1761204216,1592442577,2605909634,1833195619,4221230407,3482104405,2020643785,1748952171,876123229,459483899,701504233,537101288,828717532,606523128,866518803,668185464,"24,40298229","24,73018377","24,10374512","23,87596563","24,53190315","24,0561679","24,26636198","25,30954826","24,19639755","23,7999696","23,05488203","23,0787939","23,46759803","23,09389464","25,86822549","24,66676206","23,45941653","23,37149653","23,6614393","23,16213661","23,34105725","23,75220352","23,38810542","23,45531982"
P08567,"156462282,5","108481386,1","67310619,25","198483786,8","205558533,9",33548504,"123326345,8","212467416,8","158827115,5","91443616,5","170426810,8",,9383558,,,,,,10542780,,10251071,19670709,7270404,,,,,,,9879751,,20692796,24294120,8627167,,,,7581212,,12440467,,,,,,,,33767736,,,,"18,24107036","18,31493623","18,97909418","17,45061137","19,2410438","19,71149644","19,01397388","18,09373983","18,34629759","19,75839713","17,98516011","17,18586778","17,09331506","17,11205634","18,51548198","18,90787591","18,92973147","17,46750421","18,82403972","17,51307334","18,78974986","18,79682336","18,55829374","17,90262139"
P08571,2124653102,"747290913,5",2476946585,"167876065,1",3133960554,"202081595,8",1394056431,1032408130,1754267282,2473918475,"954399469,4",4910638968,3842566513,6003018793,4723852171,4683283301,5423811206,4406923077,3804119080,4296701928,3964306449,5082224046,3879609161,4136239583,2980951446,4051796371,3748941057,3218584741,3070404408,3598272272,2763056376,4958963510,3701314172,4713128708,4271776809,4559586573,3845861751,4896998772,3273973048,2733878898,2662560060,3427413570,2842411060,3615035590,2917245994,4478195308,3058715990,4970585332,3338533246,3875039924,2649301423,"23,3504442","23,14485267","23,48320431","22,98753739","22,67715563","23,19402922","23,21174427","23,06777405","22,46074128","22,80885854","23,07966302","22,84172203","22,90471041","22,63640784","22,86468414","22,6905105","23,12092385","23,44544308","22,96196492","23,42651057","22,93874128","22,98588307","22,66003108","22,64725024"
P08572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,6128498","17,57918428",,"16,57548798","16,94317336","17,37876012","17,18078622",,"16,77696997","16,67551698","16,63702152","15,88867705","15,97385014","15,78390436","17,12587279","17,01232813","17,14465273","17,39049559",,"16,5042003","16,66889701","16,78020749","16,1299481","16,41714243"
P08581,,,,,,,,,,,,21342382,13321469,32207210,46098538,15413892,37298371,20717840,34049244,18797456,42960594,34744956,39771105,15661781,29342100,41682086,49623607,166164609,137251837,29399636,29412658,159932000,134215073,154868976,128823407,82362955,70870800,49981289,26450233,45659118,43042317,30780957,56116101,79917775,69161572,41265269,35483118,84647939,67640443,108973696,76971894,,,"17,10630978",,,,"18,15926936",,"16,79753013","17,82471477",,,,,,,,,,,,,,
P08581-2,"692417,8125",,"1687268,125",,"2511370,5",,,"2757833,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,27011855",,,,,,,,,,,,,,,,,,,,,"14,10278767"
P08590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08603,281180000000,124907000000,160440000000,14703117140,143660000000,24095005252,187575000000,250899000000,233268000000,287100000000,159294000000,744571000000,624110000000,677416000000,547500000000,707110000000,647236000000,760402000000,682302000000,751119000000,628653000000,769230000000,602353000000,689567000000,483010000000,665183000000,523597000000,540815000000,423862000000,742138000000,515029000000,707693000000,589707000000,622390000000,499443000000,530610000000,457774000000,620882000000,443589000000,584198000000,488325000000,588711000000,496772000000,602833000000,368838000000,689102000000,466422000000,640235000000,429097000000,566163000000,399443000000,"27,87956504","27,61757594","27,62791378","27,65295254","27,66875387","27,63600545","27,80935707","27,85540253","27,42175292","27,82003584","27,73981855","27,44340522","27,54448181","27,46215855","27,75840353","27,69184254","27,63252772","27,83630447","27,77350332","27,85155063","27,81137517","28,02878632","27,95435459","27,73149696"
P08637,9999004,6856497,15785353,"4639512,5",16099072,7670338,"516930,2813",11239315,,,"299188,3438",190740963,136981904,111392834,75178792,300777212,168262263,422946416,546036805,248650003,289266944,171682476,187435936,65038724,37631328,126244207,70745510,94130660,67182672,437602098,297915116,,190165698,250205888,136291034,286347616,137168560,223646184,172692136,152141552,85714600,80608960,76211288,2483586,31253548,108404072,147259580,,74057392,35711224,55927492,"17,62074569","17,55858713","16,50650094","17,33632662","17,21682554","16,60142445","18,16708969","17,16065944","16,25041787","16,8236078","17,95922135","17,14322212","16,24556116","17,04770834","17,78935106","17,45892901","17,95704026","17,16880701","17,83580882","17,52199643","18,03077989","16,45484437","15,5021654","15,2543953"
P08648,,,,,,,,,,,,,,10932349,,,,7265320,5859247,5517398,8447787,,,,,8763282,10492885,,8883687,,,21756054,12421812,16547835,,8582874,10225119,12498973,8993890,,,,,9527906,,5405906,6372807,,,,7680422,,,,,,,,,,,,,,,,,,,,,,,,
P08670,2907642,"92173041,25",,"19330583,88",8210821,"25418171,13","12492743,5",15947934,"5498852,375",13537771,"39781632,81",26379900,52264565,47277208,20511556,9830339,8063882,,9811890,,14131551,66110653,69001415,3738286,5800245,11615293,5819519,11522969,9790992,12644331,7970729,10582351,2976069,6355065,5015583,,2882691,7628914,,,,,4957318,13512069,5335804,,12627173,12785492,,3246192,4925649,"16,42820851",,,,,,,,,,,,,,,"15,94913158",,,,,,,,
P08709,111920483,"74439545,31","85404818,25","8058737,5","61214229,5","6614426,094",136736619,"139167724,8",210832796,"156048430,5","177952827,9",723948965,691136460,497835200,1385797457,822347819,1091640014,683831888,541428533,529449620,403668190,1373615540,747864190,712840575,589783223,745490192,773130287,829493132,472117277,949344231,434504206,741628439,653213497,999625130,620362171,1231658663,960227147,623776542,404489994,748411463,658180714,829171948,479973124,752945120,506409072,845941042,533669778,557721878,378753346,500132620,379786696,"21,01849111","20,68904875","20,73339858","20,82621699","20,70067601","21,09908622","20,83398027","20,52555147","20,3557974","20,37661182","20,40114579","20,30000028","20,49084767","20,38614609","19,91233444","20,19657265","20,45208294","19,49259467","20,15126827","19,99486953","20,52575573","20,55376022","20,02338814","19,69781796"
P08729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P08758,"125300301,8",113008484,"53268478,63","79023129,63","250816584,3","59399624,5",63904485,145396573,63023418,"83101304,75","33886130,06",,,,,,,,6519220,,,,,,,,,,,,,,,,,,,,,,,,3976173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,14709591",
P08779,,"14308155,13","10845945,88",,"15370150,5",,"5768478,5","7117524,5","6996170,5",11663318,"6055378,5",,3119317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10806760,,,,,,,,,,"16,63163299","17,78067019",,"17,00131024",,"16,99164044",,"16,09137915","17,07111677","16,8529436","18,18386092","16,82274723","17,55157989","17,05730181",,,,,,,
